project_code,sector,contractor,cost_original,cost_revised,duration_months,elapsed_months,planned_progress,actual_progress,payment_delay_days,subcontracting_depth,land_clearance_status,design_scope_change_count,billing_progress_mismatch_pct,is_cost_overrun,is_time_overrun,risk_score
BR-1625,Bridges,NCC Infrastructure,498.3,518.2,24,9,39.7,31.9,28.3,1,Clear,1,4.9,0,0,45
RW-1626,Railways,Desert Sun Powergrid JV,666.7,718.3,36,9,25.1,9.8,79.3,1,Clear,2,2.3,0,1,65
PW-1627,Power,Shivalik Infraprojects Ltd.,404.9,423.3,24,17,69.5,53.2,117.8,1,Clear,1,-2.1,0,1,68
RW-1628,Railways,Himalayan Infra Engineering,606.4,651.1,48,26,52.1,44.3,19.8,1,Clear,2,6.7,0,0,53
NH-1629,Roads,Bharat Rail Consortium,395.3,398.9,36,24,68.4,59.9,28.8,0,Pending,0,-2.4,0,0,37
RW-1630,Railways,Larsen & Toubro Infra,540.2,599.3,48,16,33.0,21.4,45.2,2,Clear,2,8.2,1,0,70
NH-1631,Roads,Apex Bullet Infra Ltd.,1119.7,1230.5,24,4,18.6,4.3,81.2,1,Clear,3,4.3,1,1,69
NH-1632,Roads,Patel Engineering,1099.3,1113.9,36,33,94.9,91.7,26.4,0,Clear,0,8.8,0,0,30
NH-1633,Roads,Ganga Construction Co.,950.0,1002.5,36,11,36.2,19.5,22.4,0,Disputed,0,2.3,0,1,68
NH-1634,Roads,Ganga Construction Co.,1300.0,1383.8,36,17,47.6,36.2,49.0,1,Pending,1,0.9,0,0,55
RW-1635,Railways,NCC Infrastructure,720.5,792.0,36,28,76.5,67.3,23.9,1,Clear,3,7.5,1,1,60
BR-1636,Bridges,Desert Sun Powergrid JV,574.4,639.6,36,30,84.2,61.4,28.2,2,Disputed,2,4.1,1,1,95
PW-1637,Power,Apex Bullet Infra Ltd.,524.0,537.6,36,20,55.5,38.6,50.8,0,Disputed,0,0.0,0,1,64
NH-1638,Roads,Tata Projects Ltd.,605.6,661.3,36,28,75.9,55.6,108.9,1,Pending,1,2.9,1,1,85
PW-1639,Power,Desert Sun Powergrid JV,522.7,567.8,36,19,52.4,34.4,116.2,0,Pending,1,-0.7,1,1,71
BR-1640,Bridges,Apex Bullet Infra Ltd.,735.9,758.9,30,12,40.0,26.8,27.0,0,Disputed,0,-1.2,0,1,57
RW-1641,Railways,Patel Engineering,889.5,913.1,36,31,89.7,70.2,84.8,0,Disputed,0,-1.1,0,1,68
NH-1642,Roads,Shivalik Infraprojects Ltd.,613.4,640.7,36,19,56.6,44.1,27.3,1,Disputed,0,0.6,0,1,61
RW-1643,Railways,Himalayan Infra Engineering,472.5,575.4,42,32,77.0,42.9,99.4,2,Pending,4,9.8,1,1,95
NH-1644,Roads,Eastern Rail Infra Pvt. Ltd.,844.3,968.5,36,25,71.4,42.9,71.6,2,Disputed,2,7.3,1,1,95
NH-1645,Roads,Shivalik Infraprojects Ltd.,784.8,790.4,42,22,51.1,48.2,27.7,1,Clear,0,1.4,0,0,25
RW-1646,Railways,Desert Sun Powergrid JV,1481.2,1585.0,36,16,46.5,36.8,49.2,1,Clear,0,10.0,0,0,59
NH-1647,Roads,Vindhya Powergrid Ltd.,631.2,661.5,36,7,17.5,10.4,68.2,0,Clear,0,-7.2,0,0,39
NH-1648,Roads,Afcons Infrastructure,536.3,608.3,60,25,40.2,26.7,25.5,1,Clear,4,-2.8,1,1,66
RW-1649,Railways,Apex Bullet Infra Ltd.,367.2,378.8,60,37,61.6,54.0,11.5,2,Clear,0,9.1,0,0,45
RW-1650,Railways,Desert Sun Powergrid JV,1091.2,1159.9,24,4,13.5,0.0,24.2,2,Disputed,1,6.3,0,1,76
NH-1651,Roads,Desert Sun Powergrid JV,1274.5,1344.7,36,17,51.9,24.4,123.0,2,Disputed,0,0.7,0,1,93
RW-1652,Railways,Dilip Buildcon Ltd.,611.1,684.1,48,40,89.4,81.1,25.2,1,Clear,3,6.6,1,1,59
RW-1653,Railways,Eastern Rail Infra Pvt. Ltd.,1076.2,1200.2,30,17,56.2,47.5,15.2,1,Clear,3,5.9,1,0,61
BR-1654,Bridges,NCC Infrastructure,461.7,503.2,30,9,28.1,13.3,104.8,1,Clear,0,8.7,1,1,78
RW-1655,Railways,NCC Infrastructure,901.9,955.1,24,20,78.1,67.4,22.2,2,Clear,0,14.4,0,1,64
NH-1656,Roads,Dilip Buildcon Ltd.,871.1,913.7,18,15,79.7,76.2,20.8,1,Clear,1,4.3,0,0,38
BR-1657,Bridges,Patel Engineering,1025.9,1078.0,36,17,45.0,41.0,26.4,2,Pending,0,-1.3,0,0,42
NH-1658,Roads,Patel Engineering,695.6,757.8,24,18,77.1,59.0,18.8,1,Disputed,1,7.5,1,1,85
PW-1659,Power,Larsen & Toubro Infra,1141.7,1175.4,18,15,79.4,77.0,18.5,0,Pending,0,7.0,0,0,39
RW-1660,Railways,Desert Sun Powergrid JV,417.5,443.1,30,6,20.8,14.5,29.1,0,Clear,2,3.3,0,0,42
RW-1661,Railways,Afcons Infrastructure,328.2,328.2,36,7,20.9,17.7,21.5,0,Pending,0,-4.1,0,0,26
NH-1662,Roads,Shivalik Infraprojects Ltd.,808.2,915.6,30,24,78.8,63.7,76.2,0,Clear,3,5.9,1,1,75
RW-1663,Railways,Larsen & Toubro Infra,368.1,396.5,48,19,41.4,29.4,12.9,2,Clear,3,4.6,0,1,63
NH-1664,Roads,NCC Infrastructure,830.9,976.1,36,26,73.1,56.1,96.8,0,Clear,3,9.0,1,1,90
NH-1665,Roads,Eastern Rail Infra Pvt. Ltd.,908.6,1052.7,30,23,80.2,69.0,16.1,1,Clear,5,7.8,1,1,79
PW-1666,Power,Larsen & Toubro Infra,784.6,807.2,48,22,45.2,43.7,19.5,0,Pending,0,5.9,0,0,34
NH-1667,Roads,Ganga Construction Co.,885.4,964.8,42,15,32.2,15.6,117.2,0,Pending,0,6.6,1,1,79
BR-1668,Bridges,Ganga Construction Co.,1102.2,1213.5,24,19,78.2,64.6,30.6,1,Clear,2,13.1,1,1,70
RW-1669,Railways,Larsen & Toubro Infra,735.3,781.1,30,7,25.1,16.2,45.8,1,Clear,1,4.9,0,0,55
BR-1670,Bridges,Tata Projects Ltd.,971.6,1050.8,24,9,38.1,15.5,111.5,1,Pending,1,2.4,1,1,89
NH-1671,Roads,Omkar Roadways Ltd.,776.2,825.2,30,12,39.5,25.6,136.3,0,Clear,1,7.6,0,1,75
PW-1672,Power,Bharat Rail Consortium,626.9,639.1,36,12,33.7,27.3,34.7,1,Pending,0,-2.1,0,0,36
PW-1673,Power,Tata Projects Ltd.,442.3,473.7,30,27,85.2,77.4,20.4,1,Pending,1,4.4,0,0,52
RW-1674,Railways,Shivalik Infraprojects Ltd.,622.3,655.3,48,26,56.6,46.3,25.5,0,Disputed,0,-3.3,0,0,52
RW-1675,Railways,Ganga Construction Co.,872.1,964.9,24,5,23.1,12.2,28.9,0,Disputed,1,0.8,1,0,65
RW-1676,Railways,Bharat Rail Consortium,470.3,527.6,30,12,38.8,20.5,49.5,0,Disputed,1,5.6,1,1,86
BR-1677,Bridges,Ganga Construction Co.,801.8,852.8,42,20,48.9,33.3,31.7,1,Disputed,0,5.0,0,1,71
NH-1678,Roads,Eastern Rail Infra Pvt. Ltd.,494.3,529.6,48,12,29.4,14.2,105.0,0,Pending,1,1.8,0,1,74
NH-1679,Roads,Patel Engineering,628.2,655.6,30,12,44.5,25.5,128.7,1,Clear,0,-0.2,0,1,72
RW-1680,Railways,Ganga Construction Co.,797.4,833.7,30,10,33.1,15.0,77.2,1,Pending,0,7.1,0,1,80
NH-1681,Roads,Larsen & Toubro Infra,468.9,512.3,48,35,66.8,53.5,78.6,1,Pending,1,-6.2,1,1,66
NH-1682,Roads,NCC Infrastructure,905.3,1012.1,24,8,28.2,14.1,22.5,2,Pending,1,14.0,1,1,76
PW-1683,Power,Bharat Rail Consortium,943.6,956.4,36,29,83.6,83.5,47.2,0,Clear,0,-1.2,0,0,27
NH-1684,Roads,Tata Projects Ltd.,667.6,698.4,24,19,80.7,79.5,28.9,0,Clear,2,-0.5,0,0,28
PW-1685,Power,Ganga Construction Co.,715.7,782.0,30,8,23.6,0.0,144.7,2,Clear,1,4.4,1,1,90
NH-1686,Roads,Tata Projects Ltd.,1386.5,1521.4,42,32,76.2,65.6,10.5,2,Clear,3,0.6,1,1,55
BR-1687,Bridges,Ganga Construction Co.,222.5,228.6,36,24,62.7,58.5,75.7,0,Clear,0,2.4,0,0,38
NH-1688,Roads,Eastern Rail Infra Pvt. Ltd.,544.6,612.2,36,8,20.2,0.0,136.2,1,Clear,2,7.7,1,1,95
RW-1689,Railways,Bharat Rail Consortium,509.6,557.8,30,8,23.1,13.3,31.4,1,Clear,1,9.5,1,0,62
PW-1690,Power,Desert Sun Powergrid JV,421.1,453.9,42,29,70.7,51.4,106.7,1,Pending,0,1.8,0,1,75
PW-1691,Power,Dilip Buildcon Ltd.,836.0,930.2,18,4,21.7,1.9,143.8,0,Clear,0,14.3,1,1,92
NH-1692,Roads,Shivalik Infraprojects Ltd.,504.1,530.9,42,16,44.0,38.5,33.4,0,Clear,1,4.8,0,0,42
NH-1693,Roads,Eastern Rail Infra Pvt. Ltd.,1116.6,1157.6,18,12,65.5,65.0,20.7,1,Clear,1,7.3,0,0,39
BR-1694,Bridges,Himalayan Infra Engineering,958.8,1031.3,18,14,82.0,63.8,127.9,0,Clear,0,8.4,0,1,79
NH-1695,Roads,Vindhya Powergrid Ltd.,528.7,605.4,36,6,14.2,0.0,13.0,2,Disputed,4,17.0,1,1,95
BR-1696,Bridges,Omkar Roadways Ltd.,275.2,314.1,18,16,86.6,67.7,57.8,0,Disputed,2,9.6,1,1,95
BR-1697,Bridges,Ganga Construction Co.,661.3,681.1,36,31,83.1,78.3,58.7,0,Clear,1,5.7,0,0,44
NH-1698,Roads,Patel Engineering,981.2,981.2,18,9,51.1,49.3,27.2,1,Clear,0,-0.4,0,0,26
NH-1699,Roads,Patel Engineering,650.0,660.9,24,18,76.4,76.4,14.3,0,Clear,0,4.1,0,0,24
NH-1700,Roads,Bharat Rail Consortium,724.8,797.5,60,50,84.6,73.8,14.9,1,Pending,3,3.8,1,1,65
NH-1701,Roads,NCC Infrastructure,1128.7,1190.1,30,5,16.1,0.0,129.8,1,Clear,0,-3.6,0,1,67
RW-1702,Railways,Omkar Roadways Ltd.,606.3,706.4,30,20,69.6,55.2,16.1,1,Pending,4,9.7,1,1,87
PW-1703,Power,Dilip Buildcon Ltd.,565.9,635.3,24,8,33.3,19.4,32.7,2,Clear,2,12.6,1,1,75
RW-1704,Railways,Tata Projects Ltd.,334.8,369.4,36,15,48.4,24.6,102.1,2,Pending,0,8.8,1,1,95
NH-1705,Roads,Himalayan Infra Engineering,1467.7,1642.2,30,28,92.6,81.7,61.8,0,Clear,2,5.6,1,1,65
BR-1706,Bridges,Bharat Rail Consortium,735.2,775.0,24,6,24.1,18.2,10.8,1,Clear,1,6.1,0,0,43
NH-1707,Roads,Omkar Roadways Ltd.,1094.7,1169.0,36,6,16.2,3.7,106.0,1,Clear,0,4.1,0,1,69
RW-1708,Railways,Patel Engineering,987.7,1070.6,30,22,78.3,61.2,81.3,0,Disputed,0,-1.7,1,1,74
NH-1709,Roads,Patel Engineering,542.6,581.9,24,17,67.6,55.8,30.5,2,Clear,1,10.6,0,0,68
BR-1710,Bridges,Patel Engineering,588.9,608.4,24,15,58.6,50.8,15.2,1,Pending,0,7.0,0,0,50
NH-1711,Roads,Apex Bullet Infra Ltd.,884.2,891.4,24,13,53.2,53.2,48.0,0,Clear,0,-0.2,0,0,18
BR-1712,Bridges,Omkar Roadways Ltd.,794.7,859.0,42,26,55.6,43.0,33.7,0,Disputed,1,-5.7,1,1,59
RW-1713,Railways,Himalayan Infra Engineering,669.8,708.3,30,7,23.7,14.9,32.3,1,Clear,0,9.5,0,0,58
BR-1714,Bridges,Eastern Rail Infra Pvt. Ltd.,549.0,669.6,60,50,80.9,47.0,134.0,1,Disputed,5,-0.9,1,1,95
NH-1715,Roads,Bharat Rail Consortium,485.8,500.6,36,8,29.2,23.6,11.9,0,Clear,1,1.7,0,0,32
BR-1716,Bridges,Patel Engineering,409.1,438.8,30,6,18.4,8.9,25.1,1,Pending,2,6.3,0,0,60
RW-1717,Railways,Afcons Infrastructure,728.9,799.9,42,24,58.0,41.5,107.6,0,Pending,1,8.5,1,1,83
NH-1718,Roads,Larsen & Toubro Infra,883.0,1011.1,36,10,26.8,4.0,145.9,0,Clear,3,4.0,1,1,95
NH-1719,Roads,Afcons Infrastructure,601.9,629.0,42,32,72.0,69.3,12.0,0,Clear,1,1.9,0,0,30
BR-1720,Bridges,Tata Projects Ltd.,924.3,1005.1,30,12,39.4,20.6,21.7,2,Disputed,0,16.1,1,1,86
NH-1721,Roads,Eastern Rail Infra Pvt. Ltd.,699.4,789.0,24,15,63.3,55.6,29.8,1,Clear,4,7.0,1,0,65
NH-1722,Roads,NCC Infrastructure,1439.1,1651.8,60,26,40.6,15.7,144.3,2,Clear,2,7.4,1,1,95
BR-1723,Bridges,Tata Projects Ltd.,923.7,955.3,30,23,78.9,72.2,25.8,0,Pending,0,-0.1,0,0,35
NH-1724,Roads,Apex Bullet Infra Ltd.,749.2,797.1,48,41,86.3,69.7,117.8,1,Clear,2,3.9,0,1,80
NH-1725,Roads,Larsen & Toubro Infra,921.2,1029.2,36,32,90.1,70.7,136.5,2,Clear,1,8.6,1,1,91
BR-1726,Bridges,Larsen & Toubro Infra,853.2,870.0,24,15,55.5,51.7,57.6,0,Pending,0,-4.8,0,0,36
RW-1727,Railways,Apex Bullet Infra Ltd.,703.7,734.0,30,21,70.4,54.2,93.2,1,Clear,1,5.7,0,1,68
NH-1728,Roads,Dilip Buildcon Ltd.,545.9,624.4,24,15,63.1,52.9,24.4,2,Clear,1,14.5,1,0,72
RW-1729,Railways,Himalayan Infra Engineering,595.2,620.4,30,11,36.5,27.3,29.1,2,Pending,0,4.5,0,0,50
RW-1730,Railways,Omkar Roadways Ltd.,542.7,571.0,36,21,56.9,53.8,20.8,0,Pending,2,-4.9,0,0,36
NH-1731,Roads,Patel Engineering,538.8,632.1,42,33,78.9,65.5,18.4,0,Clear,5,4.5,1,1,75
RW-1732,Railways,Eastern Rail Infra Pvt. Ltd.,1135.5,1142.9,48,16,29.3,29.3,16.3,0,Clear,0,-2.2,0,0,19
PW-1733,Power,Apex Bullet Infra Ltd.,869.3,871.6,18,11,65.3,61.5,10.0,1,Clear,0,3.0,0,0,28
BR-1734,Bridges,Ganga Construction Co.,1188.3,1289.9,48,33,68.6,60.1,110.7,0,Clear,2,0.7,1,0,52
NH-1735,Roads,Shivalik Infraprojects Ltd.,949.2,1080.9,36,31,92.5,81.5,29.5,0,Pending,4,7.9,1,1,74
BR-1736,Bridges,Patel Engineering,934.6,993.5,30,17,61.3,56.3,19.2,0,Pending,0,6.8,0,0,48
BR-1737,Bridges,Apex Bullet Infra Ltd.,945.9,945.9,30,15,50.1,45.0,10.8,1,Clear,1,-2.7,0,0,24
NH-1738,Roads,Bharat Rail Consortium,940.7,1015.0,48,37,70.2,62.0,14.4,0,Pending,2,2.1,0,1,53
PW-1739,Power,Desert Sun Powergrid JV,954.9,1051.1,24,10,41.1,27.5,19.0,2,Pending,2,5.8,1,1,70
RW-1740,Railways,Patel Engineering,836.4,861.5,36,22,59.5,53.0,73.6,0,Clear,0,-0.6,0,0,36
BR-1741,Bridges,Desert Sun Powergrid JV,556.7,593.2,24,8,31.1,16.0,45.8,1,Pending,0,12.4,0,1,79
NH-1742,Roads,Apex Bullet Infra Ltd.,688.5,752.0,24,15,63.6,51.4,19.5,2,Pending,2,5.8,1,1,66
PW-1743,Power,Dilip Buildcon Ltd.,1026.3,1173.2,24,17,69.7,52.9,24.8,1,Pending,3,8.4,1,1,84
PW-1744,Power,Afcons Infrastructure,567.7,591.7,18,6,32.1,18.5,123.0,1,Clear,1,-2.6,0,1,67
NH-1745,Roads,Dilip Buildcon Ltd.,1045.4,1185.2,36,8,24.8,0.0,140.2,1,Disputed,3,6.2,1,1,95
NH-1746,Roads,Eastern Rail Infra Pvt. Ltd.,564.1,606.2,24,15,59.9,39.7,123.5,1,Pending,1,3.4,0,1,86
NH-1747,Roads,NCC Infrastructure,877.8,889.7,36,28,79.8,59.5,115.3,1,Pending,0,0.8,0,1,75
NH-1748,Roads,Afcons Infrastructure,934.2,1026.8,30,22,72.9,55.0,63.7,1,Pending,1,4.5,1,1,78
NH-1749,Roads,Shivalik Infraprojects Ltd.,704.6,743.2,36,18,48.8,32.9,99.7,2,Clear,1,1.7,0,1,71
NH-1750,Roads,Shivalik Infraprojects Ltd.,1495.2,1534.8,36,7,13.3,0.0,131.6,0,Clear,1,-5.1,0,1,59
NH-1751,Roads,Ganga Construction Co.,710.1,754.4,30,19,64.5,46.5,17.3,2,Disputed,0,9.7,0,1,84
PW-1752,Power,Afcons Infrastructure,416.8,425.8,36,32,83.0,70.8,14.8,0,Disputed,1,-3.3,0,1,52
PW-1753,Power,Ganga Construction Co.,2107.0,2210.4,42,29,64.0,61.1,18.7,0,Pending,0,3.5,0,0,35
BR-1754,Bridges,NCC Infrastructure,1217.8,1334.5,30,6,23.9,7.7,90.7,1,Pending,1,7.9,1,1,86
BR-1755,Bridges,Tata Projects Ltd.,671.5,689.3,42,11,25.4,21.8,24.0,1,Pending,1,-2.9,0,0,38
NH-1756,Roads,Ganga Construction Co.,619.4,707.7,42,35,85.8,69.4,24.4,2,Pending,3,10.2,1,1,92
NH-1757,Roads,Afcons Infrastructure,972.1,1020.5,36,26,72.1,65.0,71.1,1,Clear,0,3.3,0,0,48
RW-1758,Railways,Desert Sun Powergrid JV,1219.7,1247.8,36,7,15.7,9.5,17.1,0,Pending,0,-1.7,0,0,29
NH-1759,Roads,Apex Bullet Infra Ltd.,861.9,912.6,24,10,36.2,26.6,13.0,0,Pending,1,-8.8,0,0,43
NH-1760,Roads,Eastern Rail Infra Pvt. Ltd.,1413.3,1598.4,24,13,53.7,27.7,130.6,0,Disputed,2,4.4,1,1,95
NH-1761,Roads,Vindhya Powergrid Ltd.,998.8,1183.9,30,23,76.5,57.7,30.8,0,Disputed,4,2.0,1,1,95
RW-1762,Railways,Shivalik Infraprojects Ltd.,808.8,910.5,36,11,25.6,1.3,112.1,2,Pending,1,8.3,1,1,95
NH-1763,Roads,Desert Sun Powergrid JV,901.1,1008.5,36,13,34.8,31.7,17.5,0,Clear,2,8.2,1,0,45
BR-1764,Bridges,Omkar Roadways Ltd.,1563.6,1677.4,36,34,90.6,74.2,33.2,1,Disputed,1,5.4,0,1,79
RW-1765,Railways,NCC Infrastructure,886.6,906.3,24,18,74.5,70.7,19.5,1,Clear,1,3.7,0,0,36
NH-1766,Roads,Bharat Rail Consortium,700.3,703.9,24,4,11.5,8.9,34.2,1,Clear,0,0.3,0,0,25
BR-1767,Bridges,Shivalik Infraprojects Ltd.,1221.5,1316.6,30,18,59.4,39.2,46.9,2,Disputed,0,7.4,0,1,86
RW-1768,Railways,Shivalik Infraprojects Ltd.,895.6,898.1,24,16,61.4,60.2,11.7,1,Clear,0,6.1,0,0,30
RW-1769,Railways,Bharat Rail Consortium,597.5,632.8,36,25,69.4,62.7,30.2,0,Pending,1,3.6,0,0,51
BR-1770,Bridges,Bharat Rail Consortium,1355.1,1394.1,24,4,20.9,20.9,18.8,0,Clear,0,2.5,0,0,29
NH-1771,Roads,Ganga Construction Co.,775.8,854.7,18,11,66.2,56.6,26.5,2,Pending,2,4.4,1,0,70
PW-1772,Power,Patel Engineering,700.0,795.4,42,14,33.6,2.3,145.3,2,Disputed,0,8.5,1,1,95
PW-1773,Power,Tata Projects Ltd.,883.3,919.1,36,8,21.0,14.9,22.5,0,Pending,0,5.2,0,0,44
NH-1774,Roads,Tata Projects Ltd.,298.7,315.5,42,18,42.7,29.2,34.5,1,Disputed,1,2.8,0,1,69
NH-1775,Roads,Dilip Buildcon Ltd.,443.8,502.4,24,12,50.6,31.5,73.6,1,Pending,4,3.8,1,1,86
NH-1776,Roads,Eastern Rail Infra Pvt. Ltd.,458.3,458.3,30,22,71.8,71.8,18.5,0,Clear,0,0.8,0,0,20
RW-1777,Railways,Omkar Roadways Ltd.,458.3,504.0,24,14,55.9,32.1,90.4,1,Disputed,0,10.0,1,1,95
NH-1778,Roads,Patel Engineering,862.0,898.8,36,12,35.4,30.6,33.9,2,Clear,0,8.9,0,0,45
NH-1779,Roads,Bharat Rail Consortium,965.6,1026.5,42,17,40.8,26.9,26.2,1,Disputed,0,9.0,0,1,70
NH-1780,Roads,Ganga Construction Co.,603.5,629.0,36,20,49.4,31.0,14.9,1,Disputed,1,-0.1,0,1,74
RW-1781,Railways,Afcons Infrastructure,355.8,392.0,42,22,53.0,36.7,113.4,0,Clear,3,1.0,1,1,71
NH-1782,Roads,Omkar Roadways Ltd.,963.6,1029.3,36,11,36.3,28.1,22.5,2,Clear,3,3.3,0,0,50
NH-1783,Roads,Shivalik Infraprojects Ltd.,818.4,926.4,18,12,67.5,55.9,23.4,1,Pending,3,8.1,1,0,74
PW-1784,Power,Larsen & Toubro Infra,579.8,579.8,30,19,68.5,68.1,25.7,0,Clear,0,3.7,0,0,28
NH-1785,Roads,Bharat Rail Consortium,346.1,372.9,36,19,49.8,33.0,27.4,1,Disputed,0,5.6,0,1,78
NH-1786,Roads,Ganga Construction Co.,498.7,564.3,48,36,75.1,52.2,68.1,2,Pending,3,5.4,1,1,95
NH-1787,Roads,Dilip Buildcon Ltd.,724.8,745.8,30,9,31.2,25.5,22.3,0,Pending,0,-1.9,0,0,37
RW-1788,Railways,NCC Infrastructure,595.5,643.4,36,31,87.8,80.5,20.5,2,Clear,0,13.8,1,0,64
BR-1789,Bridges,Shivalik Infraprojects Ltd.,620.2,657.7,36,13,30.5,26.3,21.8,0,Clear,2,6.8,0,0,43
RW-1790,Railways,Desert Sun Powergrid JV,523.5,553.7,30,27,87.8,71.8,26.5,1,Disputed,0,11.1,0,1,80
BR-1791,Bridges,Himalayan Infra Engineering,749.5,776.4,30,19,64.7,51.0,33.6,1,Pending,0,-2.3,0,1,52
NH-1792,Roads,NCC Infrastructure,774.7,788.0,24,20,86.2,79.0,17.9,2,Clear,0,9.4,0,0,43
NH-1793,Roads,Bharat Rail Consortium,1135.3,1212.3,48,16,32.3,11.9,106.2,1,Disputed,0,7.3,0,1,88
RW-1794,Railways,Eastern Rail Infra Pvt. Ltd.,817.4,889.8,18,8,43.6,34.3,28.4,0,Pending,3,8.9,1,0,65
RW-1795,Railways,Desert Sun Powergrid JV,525.4,536.7,60,41,71.9,69.8,13.3,0,Pending,0,-1.5,0,0,27
PW-1796,Power,Omkar Roadways Ltd.,826.6,852.9,30,6,17.6,0.0,104.9,0,Disputed,0,4.3,0,1,77
NH-1797,Roads,Himalayan Infra Engineering,1091.4,1116.8,24,13,54.6,48.6,56.5,1,Clear,0,-3.5,0,0,39
BR-1798,Bridges,Vindhya Powergrid Ltd.,1106.3,1237.1,48,23,53.2,29.4,10.5,2,Disputed,1,15.6,1,1,95
RW-1799,Railways,Apex Bullet Infra Ltd.,1743.2,1980.2,36,23,62.9,37.0,112.5,1,Pending,1,14.3,1,1,95
NH-1800,Roads,Eastern Rail Infra Pvt. Ltd.,942.8,990.2,30,26,80.8,62.0,17.1,2,Disputed,0,-1.2,0,1,74
NH-1801,Roads,Himalayan Infra Engineering,638.3,696.2,30,11,38.2,29.4,10.0,1,Pending,3,-4.3,1,0,56
BR-1802,Bridges,NCC Infrastructure,688.5,710.3,24,22,91.3,72.0,122.9,1,Pending,0,-2.1,0,1,72
RW-1803,Railways,Apex Bullet Infra Ltd.,444.2,450.0,24,21,85.3,73.0,55.7,0,Disputed,0,2.2,0,1,56
RW-1804,Railways,Patel Engineering,541.9,591.8,60,47,74.7,50.2,64.5,2,Disputed,0,6.3,1,1,94
RW-1805,Railways,Eastern Rail Infra Pvt. Ltd.,1179.2,1188.9,18,7,39.9,34.7,15.9,0,Pending,0,-0.1,0,0,30
BR-1806,Bridges,Omkar Roadways Ltd.,616.7,665.6,48,26,51.1,41.6,27.7,1,Pending,3,1.2,0,0,54
NH-1807,Roads,Shivalik Infraprojects Ltd.,961.5,985.0,18,8,46.4,38.0,16.6,0,Pending,0,5.9,0,0,42
RW-1808,Railways,Tata Projects Ltd.,816.7,855.7,24,18,71.8,52.9,107.5,2,Clear,0,0.5,0,1,72
BR-1809,Bridges,Dilip Buildcon Ltd.,792.9,872.2,30,9,28.1,21.0,16.4,0,Pending,2,1.7,1,0,47
NH-1810,Roads,Desert Sun Powergrid JV,629.5,643.5,18,14,79.3,76.0,24.0,1,Clear,0,6.2,0,0,34
RW-1811,Railways,Ganga Construction Co.,599.3,637.2,24,6,31.7,24.7,34.6,0,Clear,3,-9.2,0,0,39
NH-1812,Roads,Vindhya Powergrid Ltd.,497.4,524.0,18,16,83.8,74.0,18.1,1,Pending,2,-2.0,0,1,47
BR-1813,Bridges,Afcons Infrastructure,1689.3,1820.6,24,21,87.1,75.7,46.4,0,Pending,2,-0.2,0,1,58
RW-1814,Railways,Eastern Rail Infra Pvt. Ltd.,378.1,415.8,24,5,20.4,7.8,28.0,1,Pending,1,13.8,1,1,74
BR-1815,Bridges,Apex Bullet Infra Ltd.,1079.1,1107.5,36,29,80.0,63.7,142.2,1,Clear,0,2.3,0,1,68
NH-1816,Roads,Ganga Construction Co.,728.1,829.2,36,14,39.5,22.2,80.4,1,Clear,4,1.8,1,1,83
RW-1817,Railways,Tata Projects Ltd.,1152.5,1250.6,60,45,67.8,44.8,127.6,2,Pending,0,15.6,1,1,95
BR-1818,Bridges,Omkar Roadways Ltd.,741.6,791.1,24,16,68.4,42.6,116.9,0,Disputed,0,5.8,0,1,95
RW-1819,Railways,Apex Bullet Infra Ltd.,482.5,490.9,30,5,12.8,12.8,13.0,0,Clear,1,-0.3,0,0,23
PW-1820,Power,Bharat Rail Consortium,527.6,605.9,36,13,33.7,24.8,15.0,0,Clear,4,5.9,1,0,67
NH-1821,Roads,NCC Infrastructure,824.7,839.3,30,10,31.3,29.7,18.7,1,Clear,0,4.2,0,0,29
NH-1822,Roads,Larsen & Toubro Infra,508.7,531.9,36,9,28.7,26.0,13.8,1,Clear,0,2.3,0,0,30
BR-1823,Bridges,NCC Infrastructure,735.1,791.8,36,10,25.7,11.5,60.4,2,Clear,1,6.6,0,1,66
NH-1824,Roads,Vindhya Powergrid Ltd.,962.8,1026.2,18,14,78.2,69.1,18.0,1,Pending,1,0.5,0,1,47
BR-1825,Bridges,Apex Bullet Infra Ltd.,730.6,900.9,30,15,47.5,19.7,117.9,1,Pending,5,8.0,1,1,95
NH-1826,Roads,Bharat Rail Consortium,523.6,533.4,24,19,83.3,81.4,30.7,1,Clear,1,0.7,0,0,28
PW-1827,Power,Tata Projects Ltd.,1080.4,1114.4,60,21,27.0,20.9,15.4,1,Pending,1,0.6,0,0,41
NH-1828,Roads,Patel Engineering,775.5,839.1,30,21,70.2,61.4,21.7,1,Pending,2,1.7,1,0,52
PW-1829,Power,Vindhya Powergrid Ltd.,797.8,869.2,42,34,80.6,60.2,114.9,1,Pending,0,8.0,1,1,90
NH-1830,Roads,Ganga Construction Co.,583.3,641.7,18,12,65.7,43.6,142.9,2,Clear,1,7.3,1,1,92
PW-1831,Power,Patel Engineering,1409.6,1510.1,24,21,88.6,79.9,46.9,0,Pending,1,-0.3,0,1,53
NH-1832,Roads,Apex Bullet Infra Ltd.,411.6,486.9,42,34,87.4,54.1,112.5,1,Disputed,4,3.7,1,1,95
BR-1833,Bridges,Larsen & Toubro Infra,1176.0,1244.8,36,31,84.0,69.7,27.2,1,Pending,0,13.4,0,1,66
